PROVISIONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accident Ref,Borough,Boro,Latitude,Longitude,Easting,Northing,Location,Accident Severity,No. of Casualties in Acc.,No. of Vehicles in Acc.,Accident Date,Day,Time,Highway,Road Class 1,Road No. 1,Road Type,Speed Limit,Junction Detail,Junction Control,Road Class 2,Road No 2,Ped. Crossing Decoded,Light Condtions (Banded),Weather,Road Surface,Special Conditions,C/W Hazard,Time,Apolicer_Decoded
1200247488,Hackney,4,51.56734652,-0.07288771,533662,187145,"On Stamford Hill, Near The Junction With Lampard Grove.",3 Slight,1,2,43963,Tuesday,43963.62639,1 Tlrn,A,10,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43963.62639,1 Police - At Scene
1200247492,Kensington & Chelsea,12,51.49954595,-0.20988692,524352,179364,"On Holland Road, Near The Junction With Addison Road.",3 Slight,1,2,43962,Monday,43962.75,1 Tlrn,A,3220,3 Dual Cwy,30,09 Other Jun,9 Unknown (S/R),A,3220,9 Unknown (S/R),2 Daylight,1 Fine,1 Road-Dry,9 Unknown (S/R),0 None,43962.75,3 Self Completion
1200247494,Kingston-Upon-Thames,23,51.40953978,-0.26439391,520806,169264,"On Clarence Avenue, Near The Junction With Elm Road.",3 Slight,1,2,43963,Tuesday,43963.11458,3 Bor,5 C,0,6 Single Cwy,20,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43963.11458,3 Self Completion
1200247501,Lewisham,7,51.44971551,-0.01699477,537890,174168,"On Rushey Green, Near The Junction With Davenport Road.",3 Slight,1,2,43963,Tuesday,43963.55556,1 Tlrn,A,21,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,8 Central Refuge,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43963.55556,1 Police - At Scene
1200247503,Hackney,4,51.56678407,-0.08520503,532810,187060,"On Lordship Road, Near The Junction With Schonfeld Road.",3 Slight,1,2,43963,Tuesday,43963.45833,3 Bor,5 C,0,9 Unknown,20,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,9 Unknown (S/R),2 Daylight,9 Unknown,9 Unknown (S/R),9 Unknown (S/R),9 Unknown (S/R),43963.45833,3 Self Completion
1200247507,Westminster,1,51.49013165,-0.13267093,529738,178451,"On Vauxhall Bridge Road, Near The Junction With Rampayne Street.",3 Slight,2,1,43963,Tuesday,43963.73542,1 Tlrn,A,202,3 Dual Cwy,30,09 Other Jun,2 Auto Sig,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43963.73542,1 Police - At Scene
1200247511,Greenwich,6,51.48579936,0.10099724,545973,178409,"On Plumstead High Street Se18, Near The Junction With Church Manor Way.",3 Slight,1,2,43963,Tuesday,43963.69097,3 Bor,A,206,6 Single Cwy,30,09 Other Jun,2 Auto Sig,6 Unclassified,0,4 Pelican Or Similar,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43963.69097,1 Police - At Scene
1200247513,Barnet,30,51.57321873,-0.19966229,524860,187574,"On Golders Green Road, Near The Junction With Armitage Road.",3 Slight,1,1,43963,Tuesday,43963.45833,3 Bor,A,502,6 Single Cwy,20,06 Crossroads,2 Auto Sig,5 C,0,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43963.45833,3 Self Completion
1200247517,Tower Hamlets,5,51.52772788,-0.0222697,537289,182833,"On Bow Road, Near The Junction With Tomlin'S Grove.",3 Slight,1,2,43963,Tuesday,43963.76528,1 Tlrn,A,11,6 Single Cwy,20,08 Priv Drive,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43963.76528,1 Police - At Scene
1200247524,Harrow,29,51.613983,-0.32808813,515857,191896,"On Uxbridge Road, Near The Junction With Chartey Avenue.",3 Slight,1,2,43963,Tuesday,43963.81597,3 Bor,A,410,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43963.81597,1 Police - At Scene
1200247525,Hackney,4,51.56361385,-0.05867485,534658,186756,"On Upper Clapton Road, Near The Junction With Mount Pleasant Lane.",3 Slight,1,2,43963,Tuesday,43963.80556,1 Tlrn,A,107,6 Single Cwy,20,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,4 Pelican Or Similar,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43963.80556,1 Police - At Scene
1200247526,Haringey,31,51.58386482,-0.09040569,532400,188950,"On Black Boy Lane, Near The Junction With Clarence Road.",3 Slight,1,2,43963,Tuesday,43963.80556,3 Bor,6 Unclassified,0,6 Single Cwy,20,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43963.80556,3 Self Completion
1200247528,Wandsworth,10,51.43172488,-0.14917986,528756,171927,"On Tooting Bec Road, Near The Junction With Church Lane.",3 Slight,1,3,43963,Tuesday,43963.82639,1 Tlrn,A,214,6 Single Cwy,30,03 T/Stag Jun,2 Auto Sig,4 B,241,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43963.82639,1 Police - At Scene
1200247529,Tower Hamlets,5,51.5263693,-0.01317407,537924,182699,"On Grace Street, 25 Metres West Of The Junction With St Leonards Street.",3 Slight,1,1,43963,Tuesday,43963.79167,3 Bor,6 Unclassified,0,6 Single Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43963.79167,1 Police - At Scene
1200247531,Islington,3,51.52919494,-0.09512988,532231,182862,"On City Road, Near The Junction With Texaco Petrol Station.",2 Serious,1,2,43963,Tuesday,43963.6875,1 Tlrn,A,501,6 Single Cwy,30,08 Priv Drive,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43963.6875,1 Police - At Scene
1200247533,Merton,22,51.38912902,-0.21902817,524016,167070,"On Tudor Drive, 200 Metres East Of The Junction With Lynmouth Ave.. The Nearest Classified Road Was The B279",3 Slight,1,2,43963,Tuesday,43963.84375,3 Bor,4 B,279,6 Single Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43963.84375,1 Police - At Scene
1200247534,Bromley,19,51.40203436,0.05512867,543050,169004,"On Bickley Park Road , Near The Junction With Blackbrook Lane .",3 Slight,1,2,43963,Tuesday,43963.75,3 Bor,A,222,6 Single Cwy,30,01 Roundabout,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,8 Other,1 Road-Dry,0 None,0 None,43963.75,1 Police - At Scene
1200247538,Croydon,20,51.38332162,-0.10168245,532197,166629,"On Saint James'S Road, Near The Junction With Kidderminster Road.",3 Slight,1,2,43963,Tuesday,43963.64514,3 Bor,A,222,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43963.64514,1 Police - At Scene
1200247542,Enfield,32,51.64197605,-0.07949484,532986,195432,"On Park Avenue, 34 Metres South Of The Junction With Faversham Avenue.",3 Slight,1,2,43963,Tuesday,43963.94722,3 Bor,A,105,6 Single Cwy,30,00 No Jun In 20M,,,0,1 Zebra,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43963.94722,1 Police - At Scene
1200247548,Enfield,32,51.64793572,-0.04235397,535538,196163,"On Nags Head Road, 200 Metres East Of The Junction With Hertford Road.",3 Slight,1,2,43963,Tuesday,43963.92986,3 Bor,A,110,6 Single Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43963.92986,1 Police - At Scene
1200247550,Southwark,8,51.47392559,-0.06821643,534260,176765,"On Peckham High Street, Peckham, Se15, Near The Junction With None.",3 Slight,1,2,43963,Tuesday,43963.91389,1 Tlrn,4 B,215,9 Unknown,30,99 Unknown (S/R),9 Unknown (S/R),A,202,9 Unknown (S/R),1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43963.91389,3 Self Completion
1200247554,Enfield,32,51.60897619,-0.11010629,530963,191707,"On Green Lanes, 10 Metres North Of The Junction With Berkshire Gardens.",3 Slight,1,1,43964,Wednesday,43964.3625,3 Bor,A,105,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43964.3625,1 Police - At Scene
1200247561,Enfield,32,51.62040796,-0.08530428,532647,193023,"On New Park Avenue, Near The Junction With None.",3 Slight,1,2,43959,Friday,43959.9375,3 Bor,6 Unclassified,0,3 Dual Cwy,20,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43959.9375,3 Self Completion
1200247565,Barking & Dagenham,16,51.54758959,0.15455574,549489,185388,"On Hunters Hall Road, Near The Junction With Albion Road .",3 Slight,1,2,43962,Monday,43962.42361,3 Bor,6 Unclassified,0,6 Single Cwy,20,06 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,9 Unknown (S/R),2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43962.42361,3 Self Completion
1200247570,Westminster,1,51.51970755,-0.14506798,528794,181718,"On New Cavendish Street, Near The Junction With Portland Place.",3 Slight,1,1,43912,Sunday,43912.6875,3 Bor,A,4201,2 One-Way St,30,06 Crossroads,4 Give Way/Uncontrolled,A,4201,9 Unknown (S/R),2 Daylight,1 Fine,9 Unknown (S/R),0 None,9 Unknown (S/R),43912.6875,3 Self Completion
1200247572,Barnet,30,51.58555425,-0.17971633,526208,188980,"On Lyttelton Road, Near The Junction With Greenhalgh Walk.",2 Serious,1,1,43964,Wednesday,43964.46458,1 Tlrn,A,1,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43964.46458,1 Police - At Scene
1200247574,Waltham Forest,13,51.59341077,-0.01806167,537383,190145,"On Chingford Road, 25 Metres South Of The Junction With Omnibus Way.",3 Slight,1,2,43964,Wednesday,43964.48958,3 Bor,A,112,1 Roundabout,20,00 No Jun In 20M,,,0,9 Unknown (S/R),2 Daylight,1 Fine,1 Road-Dry,9 Unknown (S/R),9 Unknown (S/R),43964.48958,3 Self Completion
1200247577,Southwark,8,51.46459383,-0.0903353,532751,175687,"On Denmark Hill, Near The Junction With Ferndene.",3 Slight,1,2,43962,Monday,43962.65972,3 Bor,A,215,6 Single Cwy,30,03 T/Stag Jun,2 Auto Sig,6 Unclassified,0,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43962.65972,3 Self Completion
1200247579,Waltham Forest,13,51.6240951,0.00088611,538602,193593,"On Endlebury Road, 39 Metres West Of The Junction With Larkshall Road.",3 Slight,1,2,43964,Wednesday,43964.50139,3 Bor,5 C,0,6 Single Cwy,20,00 No Jun In 20M,,,0,8 Central Refuge,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43964.50139,1 Police - At Scene
1200247580,Lambeth,9,51.42690091,-0.13192576,529969,171421,"On Gleneagle Road, Near The Junction With Ambleside Avenue.",3 Slight,1,2,43957,Wednesday,43957.91667,1 Tlrn,5 C,0,2 One-Way St,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43957.91667,1 Police - At Scene
1200247582,Harrow,29,51.55774456,-0.36191842,513655,185589,"On Alexandra Parade, Near The Junction With Northolt Road.",3 Slight,1,1,43956,Tuesday,43956.625,3 Bor,6 Unclassified,0,6 Single Cwy,30,99 Unknown (S/R),9 Unknown (S/R),A,312,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43956.625,3 Self Completion
1200247583,Hammersmith & Fulham,11,51.50253125,-0.22585001,523236,179669,"On Goldhawk Road, 100 Metres West Of The Junction With Shepherds Bush Green.. The Nearest Classified Road Was The A219",3 Slight,1,2,43964,Wednesday,43964.54167,3 Bor,A,402,6 Single Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43964.54167,1 Police - At Scene
1200247584,Greenwich,6,51.48553044,0.10245408,546075,178382,"On Plumstead High Street, Near The Junction With Wickham Lane .",3 Slight,2,2,43964,Wednesday,43964.40278,3 Bor,A,206,1 Roundabout,30,01 Roundabout,4 Give Way/Uncontrolled,A,209,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43964.40278,1 Police - At Scene
1200247587,Southwark,8,51.42748899,-0.07603012,533853,171587,"On Fountain Drive, 30 Metres South Of The Junction With Hogarth Court.",3 Slight,1,2,43963,Tuesday,43963.72222,3 Bor,6 Unclassified,0,6 Single Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43963.72222,1 Police - At Scene
1200247596,Croydon,20,51.35673493,-0.11648365,531243,163646,"On Purley Way, 100 Metres South Of The Junction With Imperial Way .",2 Serious,2,2,43964,Wednesday,43964.47431,1 Tlrn,A,23,6 Single Cwy,40,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43964.47431,1 Police - At Scene
1200247598,Bromley,19,51.36438568,0.11155277,547095,164929,"On Court Road, Near The Junction With Charterhouse Road.",3 Slight,2,2,43964,Wednesday,43964.70486,3 Bor,A,224,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43964.70486,1 Police - At Scene
1200247600,Southwark,8,51.49930124,-0.10891201,531361,179513,"On Gerridge Street, Se1, Near The Junction With Morley Street.",3 Slight,1,2,43964,Wednesday,43964.69792,3 Bor,6 Unclassified,0,2 One-Way St,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43964.69792,1 Police - At Scene
1200247611,Newham,17,51.5279196,0.03846244,541501,182970,"On Boundary Road, Near The Junction With Kingsland Road.",3 Slight,1,2,43956,Tuesday,43956.48958,3 Bor,5 C,0,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,9 Unknown (S/R),9 Unknown (S/R),43956.48958,3 Self Completion
1200247612,Croydon,20,51.35519726,-0.04677299,536101,163602,"On Gravel Hill, 1 Metres East Of The Junction With Gravel Hill.",3 Slight,1,2,43964,Wednesday,43964.6875,3 Bor,A,212,3 Dual Cwy,40,09 Other Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43964.6875,1 Police - At Scene
1200247615,Kensington & Chelsea,12,51.48627306,-0.1870731,525972,177927,"On Redcliffe Gardens, Near The Junction With Tregunter Road.",3 Slight,1,2,43964,Wednesday,43964.57986,1 Tlrn,A,3220,2 One-Way St,30,06 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43964.57986,1 Police - At Scene
1200247617,Ealing,27,51.5421738,-0.34616663,514786,183882,"On Oldfield Lane North, 30 Metres North Of The Junction With Uneeda Drive.",3 Slight,1,2,43954,Sunday,43954.75139,3 Bor,6 Unclassified,0,6 Single Cwy,30,00 No Jun In 20M,,,0,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43954.75139,1 Police - At Scene
1200247618,Hackney,4,51.53149107,-0.07058066,533927,183162,"On Scawfell Street, 50 Metres North Of The Junction With Hackney Road.",2 Serious,1,1,43964,Wednesday,43964.61111,3 Bor,6 Unclassified,0,6 Single Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43964.61111,1 Police - At Scene
1200247619,Tower Hamlets,5,51.51976965,-0.0410509,536010,181913,"On Duckett Street, Near The Junction With Bale Road.",3 Slight,1,2,43964,Wednesday,43964.73611,3 Bor,6 Unclassified,0,9 Unknown,20,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43964.73611,3 Self Completion
1200247622,Barking & Dagenham,16,51.53663034,0.06844093,543553,183997,"On Barking Road Roundabout, Near The Junction With North Circular Slip Road.",3 Slight,3,2,43964,Wednesday,43964.67917,1 Tlrn,A,124,1 Roundabout,30,01 Roundabout,2 Auto Sig,A,406,5 Pedn Phase At Ats,2 Daylight,1 Fine,9 Unknown (S/R),9 Unknown (S/R),0 None,43964.67917,3 Self Completion
1200247623,Haringey,31,51.59047925,-0.1034533,531477,189662,"On Green Lanes, Near The Junction With Turpike Lane.",3 Slight,1,2,43964,Wednesday,43964.72222,3 Bor,A,504,6 Single Cwy,20,06 Crossroads,1 Auth Person,A,105,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43964.72222,1 Police - At Scene
1200247629,Newham,17,51.54711146,0.04819003,542116,185123,"On Sherrard Road, Near The Junction With High Street North .",3 Slight,1,2,43964,Wednesday,43964.47292,3 Bor,6 Unclassified,0,7 Slip Rd,20,05 Slip Road,3 Stop Sign,A,117,0 No Xing Facility In 50M,2 Daylight,8 Other,1 Road-Dry,0 None,0 None,43964.47292,3 Self Completion
1200247630,Hillingdon,26,51.52083158,-0.41628788,509975,181401,"On Uxbridge Road, 50 Metres East Of The Junction With Warley Road .. The Nearest Classified Road Was The B1 (Geocoded West Of Junction)",3 Slight,1,1,43964,Wednesday,43964.82431,3 Bor,A,4020,3 Dual Cwy,40,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,8 Other,1 Road-Dry,0 None,0 None,43964.82431,1 Police - At Scene
1200247635,Hillingdon,26,51.613603,-0.43690626,508324,191687,"On Closemead Close, 20 Metres North Of The Junction With Closemead Close. (Description Suggests On Rickmansworth Road J/W Kewferry Road)",3 Slight,1,2,43964,Wednesday,43964.72917,3 Bor,A,404,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,A,404,1 Zebra,2 Daylight,8 Other,1 Road-Dry,4 Roadworks,0 None,43964.72917,3 Self Completion
1200247651,Kingston-Upon-Thames,23,51.41006693,-0.29107711,518949,169279,"On Cambridge Road, 20 Metres West Of The Junction With Rayleigh Court.",3 Slight,1,2,43964,Wednesday,43964.24306,3 Bor,A,2043,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43964.24306,1 Police - At Scene
1200247653,Barking & Dagenham,16,51.53429876,0.11646656,546891,183833,"On Goresbrook Road, Near The Junction With Reginald Ellingworth.",2 Serious,2,5,43964,Wednesday,43964.99097,3 Bor,6 Unclassified,0,6 Single Cwy,30,09 Other Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,2 Other Object In Cwy,43964.99097,1 Police - At Scene
1200247664,Lambeth,9,51.47301486,-0.11277815,531168,176583,"On Brixton Road London Sw9, 40 Metres South Of The Junction With Unknown.",3 Slight,1,2,43951,Thursday,43951.73611,1 Tlrn,A,23,9 Unknown,30,00 No Jun In 20M,,,0,9 Unknown (S/R),1 Dark,9 Unknown,9 Unknown (S/R),9 Unknown (S/R),9 Unknown (S/R),43951.73611,3 Self Completion
1200247667,Wandsworth,10,51.46407369,-0.16474483,527584,175497,"On Lavender Hill, Near The Junction With Lavender Sweep .",2 Serious,1,2,43964,Wednesday,43964.68056,3 Bor,A,3036,6 Single Cwy,30,09 Other Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43964.68056,1 Police - At Scene
1200247668,Southwark,8,51.47403193,-0.06376241,534569,176785,"On Peckham High Street, Near The Junction With Consort Road.",3 Slight,1,2,43962,Monday,43962.42639,1 Tlrn,A,202,2 One-Way St,30,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,9 Unknown (S/R),2 Daylight,8 Other,1 Road-Dry,0 None,0 None,43962.42639,3 Self Completion
1200247671,Enfield,32,51.63621898,-0.11431961,530593,194729,"On Park Gate, Near The Junction With Wynchgate.",3 Slight,1,2,43964,Wednesday,43964.74306,3 Bor,6 Unclassified,0,6 Single Cwy,20,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43964.74306,3 Self Completion
1200247672,Kensington & Chelsea,12,51.48579693,-0.15024762,528530,177938,"On Chelsea Bridge, Near The Junction With Chelsea Embankment.",3 Slight,1,2,43965,Thursday,43965.50972,1 Tlrn,A,3216,6 Single Cwy,30,06 Crossroads,2 Auto Sig,A,3212,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43965.50972,1 Police - At Scene
1200247676,Croydon,20,51.39383056,-0.11483097,531252,167774,"On Thornton Road, Near The Junction With Thornton Road.",3 Slight,1,2,43965,Thursday,43965.52083,1 Tlrn,A,23,1 Roundabout,30,01 Roundabout,2 Auto Sig,A,23,4 Pelican Or Similar,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43965.52083,1 Police - At Scene
1200247680,Lewisham,7,51.44978449,-0.00832758,538492,174192,"On Davenport Road, Near The Junction With George Lane.",3 Slight,1,1,43965,Thursday,43965.42708,3 Bor,6 Unclassified,0,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43965.42708,1 Police - At Scene
1200247681,Haringey,31,51.57437633,-0.12711238,529884,187829,"On Crouch End Hill, Near The Junction With Hornsey Lane.",3 Slight,1,2,43965,Thursday,43965.55556,3 Bor,A,103,6 Single Cwy,20,03 T/Stag Jun,4 Give Way/Uncontrolled,4 B,540,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43965.55556,1 Police - At Scene
1200247685,Barnet,30,51.58859014,-0.20573771,524397,189273,"On Northern Circular, Near The Junction With Gt North Way .",3 Slight,1,2,43965,Thursday,43965.35139,1 Tlrn,A,406,3 Dual Cwy,50,03 T/Stag Jun,4 Give Way/Uncontrolled,A,1,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43965.35139,1 Police - At Scene
1200247686,Lewisham,7,51.4439191,-0.02149099,537595,173515,"On Laurence House Car Park, Near The Junction With Canadian Avenue.",3 Slight,1,2,43965,Thursday,43965.52083,3 Bor,6 Unclassified,0,9 Unknown,20,09 Other Jun,9 Unknown (S/R),6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43965.52083,3 Self Completion
1200247688,Havering,15,51.57757707,0.17720419,550960,188769,"On Saint Edwards Way, 100 Metres North Of The Junction With High Street .",3 Slight,1,1,43965,Thursday,43965.40278,3 Bor,A,118,3 Dual Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43965.40278,1 Police - At Scene
1200247691,Westminster,1,51.49550889,-0.14966711,528543,179019,"On Eccleston Place, Near The Junction With Chester Square.",3 Slight,1,2,43965,Thursday,43965.5,3 Bor,A,3213,2 One-Way St,20,06 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43965.5,1 Police - At Scene
1200247693,Barking & Dagenham,16,51.54139367,0.12742439,547628,184644,"On Gale Street, Near The Junction With Rugby Road.",3 Slight,1,2,43965,Thursday,43965.625,3 Bor,6 Unclassified,0,6 Single Cwy,30,06 Crossroads,4 Give Way/Uncontrolled,5 C,0,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43965.625,1 Police - At Scene
1200247695,Lambeth,9,51.46916906,-0.12642803,530231,176131,"On Clapham Road London Sw9, 24 Metres North Of The Junction With Union Road.",3 Slight,1,2,43965,Thursday,43965.52083,1 Tlrn,A,3,6 Single Cwy,20,00 No Jun In 20M,,,0,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,4 Roadworks,0 None,43965.52083,3 Self Completion
1200247696,Tower Hamlets,5,51.51527017,-0.07178544,533891,181356,"On Whitechapel High Street, Near The Junction With Commercial Street, London.",3 Slight,1,2,43965,Thursday,43965.57639,1 Tlrn,A,11,3 Dual Cwy,30,06 Crossroads,2 Auto Sig,A,1202,5 Pedn Phase At Ats,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43965.57639,1 Police - At Scene
1200247698,Kensington & Chelsea,12,51.50590028,-0.19440656,525409,180097,"On Kensington Church Street, Near The Junction With Sheffield Terrace.",3 Slight,1,2,43955,Monday,43955.54514,3 Bor,A,4204,9 Unknown,30,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,9 Unknown (S/R),2 Daylight,1 Fine,1 Road-Dry,9 Unknown (S/R),0 None,43955.54514,3 Self Completion
1200247701,Greenwich,6,51.48776828,0.01548114,540030,178461,Blackwall Tunnel,3 Slight,1,2,43965,Thursday,43965.46736,1 Tlrn,A,102,3 Dual Cwy,50,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,9 Unknown (S/R),0 None,43965.46736,3 Self Completion
1200247702,Wandsworth,10,51.43225283,-0.16389065,527732,171960,"On Upper Tooting Road, Near The Junction With Lessingham Avenue Sw17.",3 Slight,1,2,43965,Thursday,43965.64583,1 Tlrn,A,24,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43965.64583,1 Police - At Scene
1200247703,Islington,3,51.5554248,-0.10446365,531508,185762,"On Aubert Park, Near The Junction With Drayton Park.",3 Slight,1,4,43965,Thursday,43965.65625,3 Bor,5 C,0,6 Single Cwy,20,02 Mini,4 Give Way/Uncontrolled,6 Unclassified,0,8 Central Refuge,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43965.65625,1 Police - At Scene
1200247706,Hounslow,25,51.43928173,-0.41843272,510022,172329,"On Feltham High Street, Near The Junction With Vernon Road.",2 Serious,1,2,43965,Thursday,43965.64931,3 Bor,A,244,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,5 C,0,8 Central Refuge,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43965.64931,1 Police - At Scene
